,CPD_MP,OC,FORNECEDOR,QTD_PENDENTE_OC,ENTREGA,SIMBOLO,VALOR_TOTAL
182,44410.0,107260.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-11,R$,377.693
183,44425.0,102459.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,170.0,2020-02-10,R$,1523.166
184,44425.0,103334.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,110.0,2020-03-02,R$,985.578
185,44425.0,103779.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,65.0,2020-03-02,R$,582.387
186,44709.0,103527.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,75.0,2020-03-02,R$,1077.93
187,44709.0,104452.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-16,R$,143.72400000000002
188,44709.0,105403.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,35.0,2020-04-06,R$,503.03400000000005
189,44709.0,106378.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,30.0,2020-04-27,R$,431.172
190,44709.0,106828.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,80.0,2020-05-04,R$,1149.7920000000001
191,44709.0,107263.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-11,R$,71.86200000000001
192,44727.0,107425.0,ARROW BRASIL S.A,100.0,2020-03-09,R$,299.85
193,44727.0,107464.0,ARROW BRASIL S.A,100.0,2020-04-06,R$,299.85
194,44727.0,107654.0,ETESSADAHNIAR IND. E COM. DE AUTO PECAS LTDA,100.0,2020-02-24,R$,356.46
195,44728.0,105223.0,ARROW BRASIL S.A,2200.0,2020-05-04,R$,818.4
196,44732.0,104234.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,100.0,2020-02-17,R$,983.328
197,44738.0,106825.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-06,R$,327.125
198,44738.0,107261.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-13,R$,327.125
199,44739.0,103526.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,70.0,2020-04-30,R$,4296.327
200,44739.0,103993.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,45.0,2020-02-24,R$,2761.9245
201,44739.0,103993.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,45.0,2020-03-09,R$,2761.9245
202,44739.0,106826.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,25.0,2020-05-04,R$,1534.4025
203,44740.0,104947.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,15.0,2020-03-02,R$,1031.4495
204,44740.0,105402.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-09,R$,687.633
205,44740.0,106377.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-03-30,R$,343.8165
206,44740.0,106827.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-04-06,R$,2750.532
207,44774.0,101661.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-03-02,R$,4837.2
208,44774.0,105282.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-04-06,R$,4837.2
209,44774.0,105769.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-04-13,R$,4837.2
210,44774.0,106682.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-05-04,R$,4837.2
211,44779.0,103560.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,20.0,2020-02-24,R$,1076.8778
212,44779.0,103560.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-03-02,R$,2153.7556
213,44779.0,104482.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-09,R$,538.4389
214,44779.0,104979.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,25.0,2020-04-06,R$,1346.09725
215,44779.0,106856.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-04,R$,269.21945
216,44779.0,107286.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-11,R$,269.21945
217,44921.0,106694.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,280.0,2020-04-13,R$,5297.432
218,44923.0,105289.0,ARROW BRASIL S.A,5000.0,2020-04-06,R$,3033.5
219,44984.0,107294.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,74.0,2020-02-26,R$,137.64000000000001
220,44989.0,103559.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-03-02,R$,224.41845
221,44989.0,106855.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-05-04,R$,1795.3476
222,45070.0,103553.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-02,R$,295.4799
223,45070.0,104476.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-03-16,R$,147.73995
224,45070.0,104970.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,25.0,2020-04-06,R$,738.69975
225,45070.0,106852.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-05-04,R$,295.4799
226,45070.0,107385.0,MOUSER,2.0,2020-02-18,US$,18.94
227,45070.0,107581.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-18,R$,147.73995
228,45071.0,104027.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-09,R$,261.392
229,45071.0,104479.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-16,R$,261.392
230,45071.0,105426.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-04-13,R$,261.392
231,45071.0,105927.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-04-20,R$,261.392
232,45071.0,106401.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-04-27,R$,261.392
233,45071.0,106853.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-05-04,R$,261.392
234,45086.0,105429.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,35.0,2020-04-06,R$,1570.17
235,45086.0,106402.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-27,R$,224.31
236,45086.0,106854.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,15.0,2020-04-27,R$,672.9300000000001
237,45086.0,106854.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,30.0,2020-05-04,R$,1345.8600000000001
238,45086.0,107285.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-11,R$,224.31
239,45169.0,107297.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,11.0,2020-02-26,R$,54.89
240,45169.0,107586.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,3.0,2020-02-26,R$,14.97
241,45169.0,107586.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,19.0,2020-03-09,R$,94.81
242,45169.0,107699.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,20.0,2020-02-26,R$,99.80000000000001
243,45180.0,107329.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-02,R$,42.0
244,45180.0,107608.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-02,R$,42.0
245,45180.0,107608.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-09,R$,42.0
246,45184.0,107043.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-02,R$,75.0
247,45186.0,107609.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-02,R$,165.0
248,45186.0,107609.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-09,R$,165.0
249,45946.0,107331.0,INDUSMACK DO BRASIL LTDA.,300.0,2020-03-02,R$,69.0
250,45946.0,107610.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-09,R$,23.0
251,45946.0,107610.0,INDUSMACK DO BRASIL LTDA.,400.0,2020-03-02,R$,92.0
252,45946.0,107720.0,INDUSMACK DO BRASIL LTDA.,300.0,2020-03-09,R$,69.0
253,46576.0,105433.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-04-06,R$,1834.084
254,46576.0,106858.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-05-04,R$,458.521
255,46648.0,107572.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,100.0,2020-05-04,R$,431.344
256,46648.0,107710.0,MOUSER,100.0,2020-02-28,US$,153.0
257,47404.0,107689.0,INDUSMACK DO BRASIL LTDA.,100.0,2020-03-02,R$,105.0
258,49487.0,106030.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-04-20,R$,5.7573
259,49487.0,106511.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-04-27,R$,5.7573
260,49487.0,107440.0,TMF COMPONENTES ELETRO ELETRONICOS LTDA,150.0,2020-02-21,R$,132.525
261,49487.0,107440.0,TMF COMPONENTES ELETRO ELETRONICOS LTDA,200.0,2020-02-27,R$,176.7
262,49487.0,107639.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,360.0,2020-05-11,R$,207.2628
263,49498.0,103356.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,500.0,2020-03-30,R$,4354.5
264,50069.0,106811.0,CONDVOLT IND DE CONDUTORES ELETRICOS LTDA,500.0,2020-03-02,R$,3954.2000000000003
265,50069.0,106811.0,CONDVOLT IND DE CONDUTORES ELETRICOS LTDA,500.0,2020-04-06,R$,3954.2000000000003
266,50074.0,106605.0,INJEPOLI INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS LTDA EP,90.0,2020-02-24,R$,355.5
267,50074.0,106605.0,INJEPOLI INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS LTDA EP,540.0,2020-03-02,R$,2133.0
268,50074.0,107109.0,INJEPOLI INDUSTRIA E COMERCIO DE MATERIAIS PLASTICOS LTDA EP,10.0,2020-03-09,R$,39.5
269,50077.0,105717.0,MAQUINAS AGRICOLAS JACTO S/A,144.0,2020-02-24,R$,411.91200000000003
270,50077.0,105717.0,MAQUINAS AGRICOLAS JACTO S/A,150.0,2020-03-02,R$,429.075
271,50077.0,106172.0,MAQUINAS AGRICOLAS JACTO S/A,80.0,2020-03-02,R$,228.84
272,50077.0,107474.0,MAQUINAS AGRICOLAS JACTO S/A,120.0,2020-04-06,R$,343.26
273,50104.0,106454.0,FUSOPAR PARAFUSOS LTDA,800.0,2020-02-24,R$,66.4
274,50104.0,106454.0,FUSOPAR PARAFUSOS LTDA,1000.0,2020-03-02,R$,83.0
275,50127.0,103354.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,400.0,2020-02-24,R$,4434.84
276,50127.0,105243.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,400.0,2020-04-27,R$,4434.84
277,50128.0,103353.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,300.0,2020-02-24,R$,1752.66
278,50128.0,105242.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,300.0,2020-04-06,R$,1752.66
279,51169.0,107291.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,16.0,2020-02-26,R$,31.04
280,52103.0,105490.0,TERMATEC MAGUEIRAS E TERMINAIS HIDRAULICOS LTDA,500.0,2020-02-10,R$,250.0
281,54910.0,102114.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-03-02,R$,4360.8
282,54910.0,106233.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-05-04,R$,4360.8
283,54910.0,107171.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,12000.0,2020-06-08,R$,4360.8
284,55966.0,104302.0,CABOS LAPP BRASIL LTDA,1600.0,2020-03-02,R$,5751.52
285,55966.0,106220.0,CABOS LAPP BRASIL LTDA,1600.0,2020-03-30,R$,5720.96
286,55966.0,107502.0,CABOS LAPP BRASIL LTDA,800.0,2020-05-04,R$,2883.92
287,56858.0,103686.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,20.0,2020-03-02,R$,9.48
288,56858.0,104582.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-03-16,R$,2.37
289,64863.0,103107.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,15.0,2020-02-24,R$,142.56719999999999
290,64863.0,103538.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,75.0,2020-02-24,R$,712.8359999999999
291,64863.0,103538.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,165.0,2020-03-02,R$,1568.2391999999998
292,64863.0,104459.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-03-16,R$,380.1792
293,64863.0,105409.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,75.0,2020-04-06,R$,712.8359999999999
294,64863.0,106385.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,60.0,2020-04-27,R$,570.2687999999999
295,64863.0,106838.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,205.0,2020-05-04,R$,1948.4183999999998
296,64863.0,107273.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-05-11,R$,380.1792
297,64868.0,103532.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-03-02,R$,108.483
298,64868.0,104455.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-03-16,R$,54.2415
299,69449.0,103106.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-02-24,R$,26.570999999999998
300,69449.0,103536.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,90.0,2020-02-24,R$,478.27799999999996
301,69449.0,103536.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,245.0,2020-03-02,R$,1301.9789999999998
302,69449.0,104457.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,35.0,2020-03-16,R$,185.99699999999999
303,69449.0,104955.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,30.0,2020-04-06,R$,159.426
304,69449.0,106384.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-04-27,R$,53.141999999999996
305,69449.0,106836.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,40.0,2020-05-04,R$,212.56799999999998
306,69449.0,107272.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,20.0,2020-05-11,R$,106.28399999999999
307,69449.0,107569.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,15.0,2020-05-18,R$,79.713
308,69452.0,103208.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-02-24,R$,2.1195
309,69452.0,103687.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,105.0,2020-02-24,R$,44.5095
310,69452.0,103687.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,235.0,2020-03-02,R$,99.6165
311,69452.0,104583.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,45.0,2020-03-16,R$,19.0755
312,69452.0,105096.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,15.0,2020-04-06,R$,6.3585
313,69452.0,106026.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-20,R$,2.1195
314,69452.0,106506.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,50.0,2020-04-27,R$,21.195
315,69452.0,106948.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,30.0,2020-05-04,R$,12.717
316,69452.0,107363.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-05-11,R$,4.239
317,69452.0,107634.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,35.0,2020-05-18,R$,14.8365
318,69455.0,105408.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-13,R$,26.367449999999998
319,69455.0,106383.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,200.0,2020-04-20,R$,1054.6979999999999
320,69455.0,106834.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,230.0,2020-04-27,R$,1212.9026999999999
321,69455.0,106834.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,600.0,2020-05-04,R$,3164.094
322,69455.0,107270.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,400.0,2020-03-30,R$,2109.3959999999997
323,69455.0,107270.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,400.0,2020-04-13,R$,2109.3959999999997
324,69455.0,107270.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,400.0,2020-05-11,R$,2109.3959999999997
325,69455.0,107442.0,MOUSER,30.0,2020-02-24,R$,60.89999999999999
326,69455.0,107568.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,600.0,2020-05-18,R$,3164.094
327,69456.0,104456.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,30.0,2020-03-09,R$,397.2114
328,69456.0,104952.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,95.0,2020-04-06,R$,1257.8361
329,69456.0,107026.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,80.0,2020-03-02,R$,1059.2304
330,69456.0,107268.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,85.0,2020-05-04,R$,1125.4323
331,69456.0,107442.0,MOUSER,8.0,2020-02-24,US$,57.36
332,69456.0,107567.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-05-18,R$,132.4038
333,72218.0,104458.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,350.0,2020-02-24,R$,3526.2499999999995
334,72218.0,106837.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,350.0,2020-04-06,R$,3526.2499999999995
335,72218.0,106837.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,350.0,2020-04-27,R$,3526.2499999999995
336,72218.0,107385.0,MOUSER,8.0,2020-02-18,US$,23.2
337,72233.0,103104.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,35.0,2020-02-24,R$,314.2692
338,72233.0,103534.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,25.0,2020-02-24,R$,224.478
339,72233.0,103534.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,190.0,2020-03-02,R$,1706.0328
340,72233.0,104953.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-06,R$,44.8956
341,72469.0,103101.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-02-24,R$,89.5615
342,72469.0,103529.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-02-24,R$,89.5615
343,72469.0,103529.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,80.0,2020-03-02,R$,1432.984
344,72469.0,105405.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,20.0,2020-04-06,R$,358.246
345,72469.0,106380.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-04-27,R$,89.5615
346,72469.0,106831.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,45.0,2020-05-04,R$,806.0534999999999
347,72469.0,107266.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-11,R$,89.5615
348,72473.0,103105.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,10.0,2020-02-24,R$,156.4654
349,72473.0,103535.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,185.0,2020-03-02,R$,2894.6099
350,72473.0,106382.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,350.0,2020-03-30,R$,5476.289
351,72473.0,106833.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,220.0,2020-04-27,R$,3442.2388
352,72473.0,106833.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,395.0,2020-05-04,R$,6180.3832999999995
353,72473.0,107269.0,TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA,5.0,2020-05-11,R$,78.2327
354,76860.0,107303.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,11.0,2020-03-02,R$,123.19999999999999
355,76861.0,107302.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,23.0,2020-02-26,R$,489.66999999999996
356,85820.0,106672.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,2400.0,2020-03-02,R$,978.24
357,85820.0,107499.0,SULIFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,2400.0,2020-03-16,R$,978.24
